Time,Satellite,Target,Sender,Received Alpha,Received Beta,Receiver,Sent Alpha,Sent Beta
52.000,Sat2,Targ1,Sat1,-0.004,0.015,Sat1,-0.158,-0.129
53.000,Sat2,Targ1,Sat1,-0.040,-0.005,Sat1,-0.623,-0.616
54.000,Sat2,Targ1,Sat1,0.050,0.015,Sat1,-1.095,-1.080
55.000,Sat2,Targ1,Sat1,-0.004,-0.036,Sat1,-1.514,-1.523
56.000,Sat2,Targ1,Sat1,-0.039,-0.044,Sat1,-2.000,-1.988
57.000,Sat2,Targ1,Sat1,-0.011,-0.025,Sat1,-2.424,-2.422
58.000,Sat2,Targ1,Sat1,-0.010,0.030,Sat1,-2.874,-2.855
59.000,Sat2,Targ1,Sat1,-0.038,-0.001,Sat1,-3.316,-3.337
60.000,Sat2,Targ1,Sat1,-0.024,0.051,Sat1,-3.768,-3.806
61.000,Sat2,Targ1,Sat1,0.008,-0.007,Sat1,-4.202,-4.232
62.000,Sat2,Targ1,Sat1,-0.001,-0.021,Sat1,-4.646,-4.676
63.000,Sat2,Targ1,Sat1,-0.033,0.007,Sat1,-5.058,-5.128
64.000,Sat2,Targ1,Sat1,-0.006,0.016,Sat1,-5.428,-5.564
65.000,Sat2,Targ1,Sat1,-0.028,0.017,Sat1,-5.870,-5.965
66.000,Sat2,Targ1,Sat1,-0.040,-0.018,Sat1,-6.256,-6.414
67.000,Sat2,Targ1,Sat1,-0.015,0.042,Sat1,-6.653,-6.800
68.000,Sat2,Targ1,Sat1,-0.031,-0.022,,,
69.000,Sat2,Targ1,Sat1,-0.009,-0.002,,,
70.000,Sat2,Targ1,Sat1,-0.015,-0.008,,,
71.000,Sat2,Targ1,Sat1,-0.040,0.006,,,
72.000,Sat2,Targ1,Sat1,-0.000,-0.015,,,
73.000,Sat2,Targ1,Sat1,-0.026,0.012,,,
74.000,Sat2,Targ1,Sat1,0.003,-0.042,,,
75.000,Sat2,Targ1,Sat1,-0.032,-0.009,,,
76.000,Sat2,Targ1,Sat1,-0.022,-0.026,,,
77.000,Sat2,Targ1,Sat1,-0.009,-0.007,,,
78.000,Sat2,Targ1,Sat1,-0.007,0.012,,,
79.000,Sat2,Targ1,Sat1,-0.046,0.012,,,
80.000,Sat2,Targ1,Sat1,-0.015,0.030,,,
81.000,Sat2,Targ1,Sat1,-0.000,0.012,,,
82.000,Sat2,Targ1,Sat1,-0.034,0.010,,,
83.000,Sat2,Targ1,Sat1,0.001,-0.014,,,
84.000,Sat2,Targ1,Sat1,-0.015,0.001,,,
85.000,Sat2,Targ1,Sat1,-0.053,-0.003,,,
86.000,Sat2,Targ1,Sat1,-0.034,0.001,,,
87.000,Sat2,Targ1,Sat1,-0.036,0.012,,,
88.000,Sat2,Targ1,Sat1,-0.042,0.025,,,
89.000,Sat2,Targ1,Sat1,0.007,-0.031,,,
90.000,Sat2,Targ1,Sat1,0.001,-0.001,,,
91.000,Sat2,Targ1,Sat1,-0.023,-0.000,,,
92.000,Sat2,Targ1,Sat1,-0.042,-0.026,,,
93.000,Sat2,Targ1,Sat3,-0.502,-0.513,,,
94.000,Sat2,Targ1,Sat3,-0.994,-0.986,,,
95.000,Sat2,Targ1,Sat3,-1.470,-1.438,,,
96.000,Sat2,Targ1,Sat3,-1.946,-1.874,,,
97.000,Sat2,Targ1,Sat3,-2.373,-2.378,,,
98.000,Sat2,Targ1,Sat3,-2.802,-2.827,,,
99.000,Sat2,Targ1,Sat3,-3.267,-3.264,,,
100.000,Sat2,Targ1,Sat3,-3.690,-3.729,,,
