Time,Satellite,Target,Sender,Received Alpha,Received Beta,Receiver,Sent Alpha,Sent Beta
69.000,Sat3,Targ1,Sat1,-0.009,-0.002,,,
70.000,Sat3,Targ1,Sat1,-0.015,-0.008,,,
71.000,Sat3,Targ1,Sat1,-0.040,0.006,,,
72.000,Sat3,Targ1,Sat1,-0.000,-0.015,,,
73.000,Sat3,Targ1,Sat1,-0.026,0.012,,,
74.000,Sat3,Targ1,Sat1,0.003,-0.042,,,
75.000,Sat3,Targ1,Sat1,-0.032,-0.009,,,
76.000,Sat3,Targ1,Sat1,-0.022,-0.026,Sat1,6.775,7.043
77.000,Sat3,Targ1,Sat1,-0.009,-0.007,Sat1,6.446,6.573
78.000,Sat3,Targ1,Sat1,-0.007,0.012,Sat1,6.051,6.198
79.000,Sat3,Targ1,Sat1,-0.046,0.012,Sat1,5.620,5.782
80.000,Sat3,Targ1,Sat1,-0.015,0.030,Sat1,5.238,5.357
81.000,Sat3,Targ1,Sat1,-0.000,0.012,Sat1,4.852,4.931
82.000,Sat3,Targ1,Sat1,-0.034,0.010,Sat1,4.424,4.490
83.000,Sat3,Targ1,Sat1,0.001,-0.014,Sat1,3.987,4.060
84.000,Sat3,Targ1,Sat1,-0.015,0.001,Sat1,3.551,3.584
85.000,Sat3,Targ1,Sat1,-0.053,-0.003,Sat1,3.132,3.179
86.000,Sat3,Targ1,Sat1,-0.034,0.001,Sat1,2.653,2.729
87.000,Sat3,Targ1,Sat1,-0.036,0.012,Sat1,2.196,2.241
88.000,Sat3,Targ1,Sat1,-0.042,0.025,Sat1,1.790,1.779
89.000,Sat3,Targ1,Sat1,0.007,-0.031,Sat1,1.323,1.361
90.000,Sat3,Targ1,Sat1,0.001,-0.001,Sat1,0.839,0.910
91.000,Sat3,Targ1,Sat1,-0.023,-0.000,Sat1,0.407,0.377
92.000,Sat3,Targ1,Sat1,-0.042,-0.026,Sat1,-0.048,-0.058
93.000,Sat3,Targ1,Sat1,-0.060,-0.020,Sat1,-0.502,-0.513
94.000,Sat3,Targ1,Sat1,-0.041,-0.034,Sat1,-0.994,-0.986
95.000,Sat3,Targ1,Sat1,-0.025,-0.017,Sat1,-1.470,-1.438
96.000,Sat3,Targ1,Sat1,-0.003,0.001,Sat1,-1.946,-1.874
97.000,Sat3,Targ1,Sat1,-0.001,0.009,Sat1,-2.373,-2.378
98.000,Sat3,Targ1,Sat1,-0.032,-0.054,Sat1,-2.802,-2.827
99.000,Sat3,Targ1,Sat1,-0.005,0.019,Sat1,-3.267,-3.264
100.000,Sat3,Targ1,Sat1,-0.044,0.006,Sat1,-3.690,-3.729
